field,files_present,rows,finite_rows,missing_rows,missing_rate,zero_rows,zero_rate_among_finite,positive_rows,negative_rows,late_missing_rows,late_missing_rate,min,max,constant_batch_rate,mean_batch_sample_mode_rate,max_batch_sample_mode_rate,max_batch_sample_mode_value,assessment
trade_direction_persistence_w10,1227,367753950,354016561,13737389,0.03735483738515929,30391814,0.08584856571159111,262341206,61283541,2117,8.61697193419271e-06,-1.0,1.0,0.0006423638991488678,0.5442820795855396,1.0,1.0,ok
trade_direction_persistence_w20,1227,367753950,338757161,28996789,0.07884834139782863,12120936,0.03578060450211413,263374405,63261820,2169,8.828631140889933e-06,-1.0,1.0,0.0003211819495744339,0.43148669572512743,1.0,0.11111111111111116,ok
trade_size_distribution,1397,401237285,319654525,81582760,0.20332796340200537,0,0.0,256957002,62697523,2458,9.170051231971948e-06,-29059407262019.465,5393166492642.864,0.00044001173364623054,0.19668506484765833,1.0,4.28452570756838,likely_session_warmup
trade_size_distribution_w30,1227,367753950,323497750,44256200,0.12034187532180143,0,0.0,236828754,86668996,2268,9.23159770748657e-06,-1.139063455741635e+17,4.5251891768866995e+17,0.0003211819495744339,0.2674061327639169,1.0,4.6727976364629695,ok
trade_size_distribution_w80,1227,367753950,247200904,120553046,0.32780897662689956,0,0.0,205972284,41228620,2952,1.2015730349426964e-05,-342201445650.22375,270682373908.97998,0.0003211819495744339,0.16708560059079064,1.0,4.655786077045214,likely_session_warmup
trix,1397,401237285,399568481,1668804,0.00415914488106458,64915441,0.16246386811476254,165378830,169274210,2085,7.778501553564487e-06,-0.7487765393522139,0.850154436498407,0.0002933411557641537,0.1833367495143952,1.0,-0.00421172940950898,ok
trix_w30,1227,367753950,366224081,1529869,0.004160034175023817,64482403,0.17607362908503005,148380839,153360839,2085,8.486720114686727e-06,-0.3624297971122292,0.4279212102860752,0.00016059097478721696,0.19760604166024232,1.0,-0.004526159189566226,ok
trix_w8,1227,367753950,366224081,1529869,0.004160034175023817,68661818,0.18748580872266563,148006269,149555994,2085,8.486720114686727e-06,-1.379860943379041,1.5684589301447227,0.0003211819495744339,0.20776623902351965,1.0,-0.013397479547205826,ok
volatility_adj_volume,1397,401237285,319654532,81582753,0.20332794595596967,216127050,0.6761269694746577,103527482,0,2451,9.143936358650627e-06,0.0,2637285804471780.5,0.005280140803754767,0.6780547173665304,1.0,0.0,likely_session_warmup
volatility_adj_volume_w10,1227,367753950,354016561,13737389,0.03735483738515929,258976928,0.7315390197239954,95039633,0,2117,8.61697193419271e-06,0.0,220626051261337.7,0.004014774369680424,0.7227076199026654,1.0,0.0,ok
volatility_adj_volume_w20,1227,367753950,338757161,28996789,0.07884834139782863,240331957,0.7094520342848192,98425204,0,2169,8.828631140889933e-06,0.0,255983597237644.75,0.004335956319254858,0.7083819519232186,1.0,0.0,ok
volatility_kurtosis,1397,401237285,367935856,33301429,0.08299684561966868,0,0.0,203138736,164797120,2177,8.121725602930402e-06,-301.4953263639682,1497.5570485629585,0.00044001173364623054,0.3531685828362998,1.0,1.6486078292104487,ok
volatility_kurtosis_w40,1227,367753950,306712446,61041504,0.1659846318441991,0,0.0,201444738,105267708,2353,9.577579103049338e-06,-3.0,1861.8960379754685,0.0003211819495744339,0.28424803053044256,1.0,3.2307542364710233,ok
volatility_kurtosis_w60,1227,367753950,276193705,91560245,0.2489714794361828,0,0.0,197839417,78354288,2589,1.0538186271905965e-05,-667.8540189731867,526.7454313859812,0.0003211819495744339,0.23343328933323046,1.0,2.259502867528513,likely_session_warmup
volatility_regime,1397,401237285,238401651,162835634,0.4058337549562474,78304789,0.3284574107248947,160096862,0,96776909,0.3610452455662681,0.0,55.37248462278922,0.0002933411557641537,0.3284060152332994,1.0,1.6403388028587562,review_late_missing
volatility_regime_s10_l40,1227,367753950,219907083,147846867,0.40202659142070396,63459525,0.28857426570475675,156447558,0,70773606,0.28807471732811185,0.0,8.052569865563257,0.00016059097478721696,0.28865478678660683,1.0,1.3434670449595005,review_late_missing
volatility_regime_s3_l10,1227,367753950,182990624,184763326,0.5024101739763774,67993410,0.37156772578686875,114997214,0,121406403,0.4941689028258336,0.0,7.422770756728304,0.00048177292436165086,0.3711855878126873,1.0,1.8257418583505538,review_late_missing
volatility_skew,1397,401237285,367935856,33301429,0.08299684561966868,129882741,0.3530037610686141,121685171,116367944,2177,8.121725602930402e-06,-4.472563527257211,4.48272564341743,0.00044001173364623054,0.35308753034359214,1.0,-0.11284191662347802,ok
volatility_skew_w40,1227,367753950,306712446,61041504,0.1659846318441991,87138908,0.284106201546187,113697408,105876130,2353,9.577579103049338e-06,-6.325110827280017,6.334798426265285,0.0003211819495744339,0.2842002497744237,1.0,-0.1708403364544616,ok
volatility_skew_w60,1227,367753950,276193705,91560245,0.2489714794361828,64420502,0.23324391843036393,110720485,101052718,2589,1.0538186271905965e-05,-7.7466543924087015,7.748381768991344,0.0003211819495744339,0.2333893819109298,1.0,-0.15546798105410578,likely_session_warmup
volume_clustering,1397,401237285,319654532,81582753,0.20332794595596967,75604460,0.23651928075901643,18643269,225406803,2451,9.143936358650627e-06,-1.0,1.0,0.00044001173364623054,0.38744655658849264,1.0,-0.4285714285714286,likely_session_warmup
volume_clustering_w30,1227,367753950,323497767,44256183,0.12034182909524153,104876106,0.3241942192447962,16668745,201952916,2251,9.162401428374016e-06,-1.0,1.0,0.0003211819495744339,0.46809695203118645,1.0,-0.33333333333333337,ok
volume_clustering_w80,1227,367753950,247200904,120553046,0.32780897662689956,47724781,0.19306070579741894,11733856,187742267,2952,1.2015730349426964e-05,-1.0,1.0,0.0003211819495744339,0.35836740123414373,1.0,-0.6666666666666667,likely_session_warmup
volume_momentum,1397,401237285,212660103,188577182,0.46998917859789624,252315,0.0011864707880819563,66594621,145813167,126001333,0.4700726928017728,-1.0,4.0,0.0011733646230566149,0.3713236632261492,1.0,4.0,review_late_missing
volume_momentum_w10,1227,367753950,211753481,156000469,0.42419794267335537,66803,0.0003154753333193139,49708397,161978281,100211047,0.4078959751984254,-1.0,9.0,0.00048177292436165086,0.4882618612449587,1.0,-1.0,review_late_missing
volume_momentum_w20,1227,367753950,232003569,135750381,0.36913371290777436,23619,0.00010180446836143284,43825637,188154313,78252417,0.31851624046846694,-1.0,19.0,0.0008029548739360848,0.5593343487976564,1.0,-1.0,review_late_missing
volume_price_confirm,1397,401237285,401237285,0,0.0,363928466,0.9070155730916183,37308819,0,0,0.0,0.0,1.0,0.008360222939278381,0.9069715419517861,1.0,0.0,sparse_dominant_zero
volume_price_confirm_rate_w10,1227,367753950,69597579,298156371,0.8107496085358159,6871626,0.09873369302113225,62725953,0,200776287,0.8172336467314222,0.0,1.0,0.1721535249718966,0.25717737402976193,1.0,0.0,review_late_missing
volume_price_confirm_rate_w20,1227,367753950,55033209,312720741,0.8503531804349076,1313154,0.023861119928514436,53720055,0,208574407,0.8489748754416097,0.0,1.0,0.11674963867030673,0.1752017681498421,1.0,0.3,review_late_missing
volume_price_confirm_rate_w5,1227,367753950,87532678,280221272,0.761980318634239,25209596,0.2880021104803854,62323082,0,189846074,0.7727436426427362,0.0,1.0,0.11514372892243456,0.37440166926424123,1.0,0.2,review_late_missing
volume_price_trend,1397,401237285,399568481,1668804,0.00415914488106458,64911324,0.1624535644992479,164705346,169951811,2085,7.778501553564487e-06,-84789666.5272448,30193045.205974903,0.0002933411557641537,0.18332425910238775,1.0,18721.63495578388,ok
volume_price_trend_delta_w20,1227,367753950,337231221,30522729,0.08299769179909557,127849932,0.3791165350019594,102023741,107357548,2177,8.861194095766429e-06,-14034922.345483372,31288398.693281356,0.0003211819495744339,0.37915750872653176,1.0,-864.0081863323644,ok
volume_price_trend_delta_w5,1227,367753950,360120321,7633629,0.02075743578009155,212261800,0.5894191125082331,72659965,75198556,2101,8.551846024439719e-06,-14034922.345483372,30813057.474970233,0.00048177292436165086,0.5867375370587342,1.0,0.0,ok
volume_price_trend_delta_w50,1227,367753950,291453075,76300875,0.20747805699979566,74510539,0.25565192269801923,105601488,111341048,2463,1.0025319732601155e-05,-14034922.345483372,31496761.17525097,0.0003211819495744339,0.25574375968033963,1.0,-856.0876718144677,likely_session_warmup
volume_spike,1397,401237285,319654532,81582753,0.20332794595596967,294390000,0.9209630101537243,25264532,0,2451,9.143936358650627e-06,0.0,154188780.44474965,0.012320328542094456,0.9259484807564687,1.0,0.0,sparse_dominant_zero
volume_spike_w10,1227,367753950,354016561,13737389,0.03735483738515929,325289398,0.9188536182633558,28727163,0,2117,8.61697193419271e-06,0.0,89999989.90000074,0.017665007226593865,0.9125614553827482,1.0,0.0,sparse_dominant_zero
volume_spike_w20,1227,367753950,338757161,28996789,0.07884834139782863,312121834,0.9213733905391892,26635327,0,2169,8.828631140889933e-06,0.0,189999961.90000686,0.016059097478721696,0.9204044902990095,1.0,0.0,sparse_dominant_zero
volume_weighted_price,1397,401237285,319654532,81582753,0.20332794595596967,2716,8.496672901856433e-06,107145126,212506690,2451,9.143936358650627e-06,-0.999999999923442,0.9491525262853696,0.00044001173364623054,0.019724160390131775,1.0,0.0015609067103916283,likely_session_warmup
volume_weighted_price_w10,1227,367753950,354016561,13737389,0.03735483738515929,2507,7.081589609588914e-06,70686150,283327904,2117,8.61697193419271e-06,-0.9999999999355255,0.949152526284148,0.0003211819495744339,0.025451937948419275,1.0,0.00026804363526100714,ok
volume_weighted_price_w20,1227,367753950,338757161,28996789,0.07884834139782863,1313,3.875932824930009e-06,85780662,252975186,2169,8.828631140889933e-06,-0.9999999999300488,0.9491525262853531,0.0003211819495744339,0.023650071563290544,1.0,0.001482619921514232,ok
williams_r,1397,401237285,379589980,21647305,0.05395137941878956,227935425,0.6004779815315462,0,151654555,2134,7.961305666813725e-06,-99.99999996502518,-0.0,0.0007333528894103843,0.5987476640271389,1.0,-0.0,ok
williams_r_w28,1227,367753950,326549644,41204306,0.11204313645033588,173025526,0.5298597906295681,0,153524118,2235,9.097275518621025e-06,-99.99999996502518,-0.0,0.0003211819495744339,0.5294954958220449,1.0,-99.99950000249999,ok
williams_r_w7,1227,367753950,358594380,9159570,0.024906788900567894,256772968,0.7160540775903962,0,101821412,2106,8.572197871237528e-06,-99.99999995143273,-0.0,0.0012847277982977357,0.7161292446889493,1.0,-0.0,ok
